tweet_id,source,text,created_at,entities,keywords,inserted_at,slogan
2013933341637316784,AJEnglish,Analysts believe overtures from the Syrian government to the Kurdish minority have come a little late ⤵️ https://t.co/LOxFLcynWp,,"{'People': [], 'Countries': ['Syria'], 'Orgs': [], 'Slogan': []}","['Politics', 'Kurdish', 'Government']",2026-01-21 11:16:32.093173,Timing Matters
2013935894256836733,Reuters,Gates and OpenAI team up for AI health push in African countries https://t.co/NBwqrL2m1w https://t.co/NBwqrL2m1w,,"{'people': ['Gates'], 'countries': ['African countries'], 'organizations': ['OpenAI'], 'slogan': ''}","['Technology', 'Health', 'Africa']",2026-01-21 11:28:38.461013,Health Innovation
2013934621482782945,Reuters,The bond market was spooked by Trump's Greenland threats. Can he calm nerves at Davos today? Today's Morning Bid podcast has the latest https://t.co/uIJGHVop38,,"{'People': ['Trump'], 'Countries': ['Greenland'], 'Orgs': ['Davos']}","['Politics', 'Economy', 'Bond Market']",2026-01-21 11:28:40.938771,Calm Nerves
2013933742004281397,BBCBreaking,Prince Harry arrives in court in London to give evidence against Daily Mail publisher - follow live https://t.co/AoILIaIJoL,,"{'people': ['Prince Harry'], 'countries': ['United Kingdom'], 'orgs': ['Daily Mail'], 'slogan': []}","['Law', 'Justice']",2026-01-21 11:28:56.757193,Court Testimony
2013933858547282118,BBCWorld,Prince Harry arrives in court in London to give evidence against Daily Mail publisher - follow live https://t.co/AoILIaIJoL,,"{'People': ['Prince Harry'], 'Countries': ['United Kingdom'], 'Orgs': ['Daily Mail']}","['Legal', 'Media']",2026-01-21 11:29:02.539706,Court Challenge
2013939675589652507,Reuters,Indonesia to auction off seized Iranian-flagged oil tanker and cargo https://t.co/V2WTTlmDO2 https://t.co/V2WTTlmDO2,,"{'People': [], 'Countries': ['Indonesia', 'Iran'], 'Orgs': [], 'Slogan': []}","['Politics', 'Oil', 'Auction']",2026-01-21 11:41:16.251533,Tanker Auction
2013938409484505213,Reuters,"Russia's Far East buried in snow, transport disrupted in China and Japan https://t.co/q3xSD4dVI4 https://t.co/q3xSD4dVI4",,"{'People': [], 'Countries': ['Russia', 'China', 'Japan'], 'Orgs': [], 'Slogan': []}","['Weather', 'Transport', 'Snow', 'Disruption']",2026-01-21 11:41:18.925111,Snow Disruption
2013937192209375482,Reuters,Mets acquire Luis Robert Jr. from White Sox https://t.co/QU9m7yw2Gy https://t.co/QU9m7yw2Gy,,"{'people': ['Luis Robert Jr.'], 'organizations': ['Mets', 'White Sox']}","['Sports', 'Baseball', 'Trade']",2026-01-21 11:41:20.247663,Team Acquisition
2013937226078425504,AJEnglish,Luka Doncic records triple-double as Lakers rally past Nuggets https://t.co/Bvi594FXhC https://t.co/IXhWgUdhtN,,"{'People': ['Luka Doncic'], 'Orgs': ['Lakers', 'Nuggets']}","['Sports', 'Basketball']",2026-01-21 11:41:43.800122,Triple-Double Triumph
2013937119077556474,AJEnglish,A Hindu leader is under investigation after a video surfaced showing her making what appeared to be provocative gestures toward an Islamic religious site and chanting offensive slogans during a procession in southern India. https://t.co/Aug7SipZvt,,"{'People': ['Hindu leader'], 'Countries': ['India'], 'Orgs': [], 'Slogan': []}","['Religion', 'Hinduism', 'Islam', 'Protests', 'Procurement']",2026-01-21 11:41:45.411163,Religious Tensions
2013942254281384186,Reuters,🔊 'Trump did breach diplomatic protocol by releasing a text that he got from the French president.' @steveholland1 on Trump's spat with Emmanuel Macron. Listen now on the Reuters World News podcast https://t.co/9SXXiOhlJh https://t.co/GPjKARS6nv,,"{'People': ['Trump', 'Emmanuel Macron', 'steveholland1'], 'Countries': ['France'], 'Orgs': ['Reuters']}","['Politics', 'Diplomacy']",2026-01-21 11:53:50.560731,Diplomatic Breach
2013942197704359964,Reuters,Mass kidnapping at Kaduna churches adds to pressure on Nigeria https://t.co/BHTpUhIPXD https://t.co/BHTpUhIPXD,,"{'People': [], 'Countries': ['Nigeria'], 'Orgs': [], 'Slogan': []}","['Crime', 'Kidnapping', 'Religion']",2026-01-21 11:53:51.939102,Nigeria Crisis
2013942088203985377,Reuters,British Prime Minister Keir Starmer takes questions in parliament https://t.co/zWisADNjSM,,"{'People': ['Keir Starmer'], 'Countries': ['Britain'], 'Orgs': [], 'Slogan': []}","['Politics', 'Parliament']",2026-01-21 11:53:53.463501,Parliament Questions
2013941257991508173,BBCBreaking,US President Donald Trump arrives in Switzerland to meet world leaders as Europe weighs response to Greenland threats https://t.co/Je1r4Qkua7,,"{'people': ['Donald Trump'], 'countries': ['United States', 'Switzerland', 'Greenland'], 'orgs': [], 'slogan': ''}","['Politics', 'International Relations']",2026-01-21 11:54:03.726624,Global Meeting
2013941303684296726,BBCWorld,US President Donald Trump arrives in Switzerland to meet world leaders as Europe weighs response to Greenland threats https://t.co/Je1r4Qkua7,,"{'people': ['Donald Trump'], 'countries': ['US', 'Switzerland', 'Europe', 'Greenland'], 'organizations': [], 'slogans': []}","['Politics', 'Diplomacy', 'International Relations']",2026-01-21 11:54:10.734753,Global Summit
2013940890700550609,AJEnglish,Palestinians in Gaza confront reality behind ceasefire’s second phase https://t.co/0tq3WBWALb https://t.co/3vtW3fGFMf,,"{'People': [], 'Countries': ['Palestine', 'Gaza'], 'Orgs': [], 'Slogan': []}","['War', 'Ceasefire', 'Conflict']",2026-01-21 11:54:17.761889,Gaza Reality
2013945960330658300,Reuters,"Will Zalatoris following return from surgery: ‘In reality, I had a compromised back’ https://t.co/NB9WpykNK0 https://t.co/NB9WpykNK0",,"{'People': ['Will Zalatoris'], 'Countries': [], 'Orgs': [], 'Slogan': []}","['Sports', 'Golf', 'Health']",2026-01-21 12:06:24.528091,Back Recovery
2013945924658012356,Reuters,"Emergency crews in Spain used heavy cranes to lift an overturned Iryo train cabin as efforts focused on clearing the wreckage of January 18’s high speed rail crash, which killed at least 42 people https://t.co/BNgOvIC5I6 https://t.co/kYzB4zbz7n",,"{'People': [], 'Countries': ['Spain'], 'Orgs': ['Iryo'], 'Slogan': []}","['Emergency', 'Cranes', 'Train', 'Crash', 'High Speed Rail']",2026-01-21 12:06:26.561312,Crash Recovery
2013944841223176415,Reuters,Maxwell and Waugh among franchise owners in Bollywood-backed European T20 league https://t.co/OuVNqyo5Gu https://t.co/OuVNqyo5Gu,,"{'People': ['Maxwell', 'Waugh'], 'Orgs': ['Bollywood'], 'Countries': [], 'Slogan': []}","['Sports', 'Cricket', 'T20', 'Franchise']",2026-01-21 12:06:28.342362,Bollywood League
2013943407383556248,AJEnglish,The man who killed Japan’s former Prime Minister Shinzo Abe during a campaign event in 2022 has been sentenced to life in prison. Al Jazeera’s Patrick Fok explains why the court ruling has divided public opinion. https://t.co/8JdVWxbdbI,,"{'People': ['Shinzo Abe', 'Patrick Fok'], 'Countries': ['Japan'], 'Orgs': ['Al Jazeera']}","['Politics', 'Judicial', 'Public Opinion']",2026-01-21 12:06:51.635633,Justice Divided
2013948491949597110,Reuters,"JD Sports braces for muted growth amid weak UK, Europe demand https://t.co/ICumLddoH3 https://t.co/ICumLddoH3",,"{'People': [], 'Countries': ['UK', 'Europe'], 'Orgs': ['JD Sports'], 'Slogan': []}","['Business', 'Economy', 'Retail']",2026-01-21 12:19:01.089123,Muted Growth
2013947812958928898,Reuters,"Europe's dependence on US energy could become a bargaining chip for President Trump in the standoff over Greenland, argues ROI's @ronbousso1 https://t.co/qe33K5rpHc https://t.co/8IN3osd5dq",,"{'people': ['Trump', 'ronbousso1'], 'countries': ['Europe', 'US', 'Greenland'], 'orgs': ['ROI']}","['Politics', 'Energy', 'Bargaining', 'International Relations']",2026-01-21 12:19:03.604026,Energy Leverage
2013947221138424165,Reuters,Israel orders Gaza families to move in first forced evacuation since ceasefire https://t.co/XzGSIyFGFk https://t.co/XzGSIyFGFk,,"{'People': [], 'Countries': ['Israel', 'Gaza'], 'Orgs': [], 'Slogan': []}","['Politics', 'War', 'Ceasefire']",2026-01-21 12:19:05.382535,Forced Evacuation
2013948428795924491,BBCWorld,Israeli PM Netanyahu agrees to join Trump's Board of Peace https://t.co/vMtIKJNE1B,,"{'People': ['Netanyahu', 'Trump'], 'Countries': ['Israel'], 'Orgs': ['Board of Peace']}",['Politics'],2026-01-21 12:19:24.409004,Peace Agreement
2013948440552919437,AJEnglish,"‘Barbaric new era’

The bulldozing of the headquarters of the United Nations agency for Palestinian refugees (UNRWA) in occupied East Jerusalem has sparked condemnation from the world body and Palestinian leaders https://t.co/5rw8oBHpsD https://t.co/J0CkVfsqbZ",,"{'People': ['Palestinian leaders'], 'Countries': ['United Nations', 'Palestine'], 'Orgs': ['UNRWA'], 'Slogan': []}","['Politics', 'War', 'Human Rights', 'International Relations']",2026-01-21 12:19:33.952723,New Era
2013948143960813811,AJEnglish,Top-ranked Carlos Alcaraz and Aryna Sabalenka progressed to the third round at the first Grand Slam of the year. https://t.co/KQ1Qz0a1Th,,"{'People': ['Carlos Alcaraz', 'Aryna Sabalenka'], 'Countries': [], 'Orgs': [], 'Slogan': []}","['Sports', 'Tennis', 'Grand Slam']",2026-01-21 12:19:36.321075,Champions Rise
2013947947696750671,AJEnglish,UN Deputy Spokesperson Farhan Haq has condemned Israel’s demolition of UNRWA buildings in occupied East Jerusalem as ‘unacceptable’. He says UN premises must be returned and restored immediately. https://t.co/T3TQYXNx6H,,"{'People': ['Farhan Haq'], 'Countries': ['Israel'], 'Orgs': ['UN', 'UNRWA'], 'Slogan': ''}","['Politics', 'International Relations', 'Conflict']",2026-01-21 12:19:38.185234,Immediate Restoration
2014163774526099688,Reuters,Niners GM: 'Safe to say' Brandon Aiyuk won't be back https://t.co/GhX6mdYywU https://t.co/GhX6mdYywU,,"{'People': ['Brandon Aiyuk'], 'Orgs': ['Niners']}","['Sports', 'Football', 'NFL']",2026-01-22 02:38:36.715878,Player Update
2013952240239722604,Reuters,🔊 ‘NATO leaders are in an uproar about this … we're at kind of a breaking point here potentially.’ Listen to @steveholland1 on Reuters World News as Trump doubles down on Greenland and faces a frosty reception at Davos https://t.co/fmr8vIsK2s https://t.co/8gPUIIMG1V,,"{'People': ['Trump', 'steveholland1'], 'Countries': ['Greenland'], 'Orgs': ['NATO', 'Reuters'], 'Slogan': []}","['Politics', 'International Relations']",2026-01-21 12:31:42.955590,Breaking Point
2013951082968588381,Reuters,"While President Trump eyes Greenland, Europe holds a trump card of vast US Treasury bond reserves. But Toby Gibb of Artemis Investment Management told Reuters that he dismisses the threat of Europe weaponising its holdings https://t.co/6geg1N34Oq https://t.co/YOxMT8XHFS",,"{'People': ['Trump', 'Toby Gibb'], 'Countries': ['Greenland', 'Europe'], 'Orgs': ['Artemis Investment Management', 'Reuters']}","['Politics', 'Economy', 'Investments']",2026-01-21 12:31:44.975186,Europe's Advantage
2013950994204217510,Reuters,"Exclusive: Britain, China to revive 'Golden Era' business dialogue during Starmer visit, sources say https://t.co/FpdsfuG47f https://t.co/FpdsfuG47f",,"{'People': ['Starmer'], 'Countries': ['Britain', 'China'], 'Orgs': [], 'Slogan': ['Golden Era']}","['Politics', 'Business', 'Diplomacy']",2026-01-21 12:31:46.761314,Business Revival
2013952342840975475,AJEnglish,"The US attack on Venezuela and the collapse of international law — #AJOpinion by @rfalk13 ⤵️

🔗: https://t.co/xVSmkhpETC https://t.co/8R6iRQMD6a",,"{'People': ['rfalk13'], 'Countries': ['US', 'Venezuela'], 'Orgs': [], 'Slogan': []}","['Politics', 'International Law', 'Military Action']",2026-01-21 12:32:15.366992,Justice Denied
2013950142265598289,AJEnglish,"BREAKING: Rifaat al-Assad, the brother of the late Syrian President Hafez al-Assad and known as the “Butcher of Hama”, died on Tuesday in the United Arab Emirates, two sources with knowledge of his passing said. https://t.co/v68yu1o4HD",,"{'People': ['Rifaat al-Assad', 'Hafez al-Assad'], 'Countries': ['Syria', 'United Arab Emirates'], 'Orgs': [], 'Slogan': ['Butcher of Hama']}","['Politics', 'Syria', 'Obituary']",2026-01-21 12:32:17.873635,Legacy Ends
2013954777328029939,Reuters,"Who is Rumen Radev, the ex-president vowing to end Bulgaria's political crisis? https://t.co/RyLxaYyprI https://t.co/RyLxaYyprI",,"{'People': ['Rumen Radev'], 'Countries': ['Bulgaria']}",['Politics'],2026-01-21 12:44:24.194748,End Crisis
2013953509167595640,Reuters,"Netflix slightly beats revenue estimates, shares slide amid bidding war for Warner Bros https://t.co/4VdFjJb7Ra https://t.co/4VdFjJb7Ra",,"{'People': [], 'Countries': [], 'Orgs': ['Netflix', 'Warner Bros'], 'Slogan': []}","['Finance', 'Entertainment', 'Business']",2026-01-21 12:44:25.659943,Bidding Battle
2013953473977721294,Reuters,"China says its new London embassy will comply with laws after Britain gave approval to Beijing to build its largest embassy in Europe, despite warnings from UK and US politicians that it could be used as a base for spying https://t.co/pEx9Jp5Qsc https://t.co/Dlji7NWB1n",,"{'People': [], 'Countries': ['China', 'Britain', 'UK', 'US'], 'Orgs': ['Beijing'], 'Slogan': []}","['Politics', 'Embassy', 'Spying']",2026-01-21 12:44:27.195250,Diplomatic Compliance
2013957288864702881,Reuters,Halfpipe champion Ayumu Hirano selected for Games despite injury https://t.co/eoAilWu3l2 https://t.co/eoAilWu3l2,,"{'People': ['Ayumu Hirano'], 'Countries': [], 'Orgs': [], 'Slogan': []}","['Sports', 'Olympics', 'Injury']",2026-01-21 12:56:57.755615,Champion Resilience
2013956033803067482,Reuters,Judge orders Timothy Busfield's release from jail pending child sex abuse charges https://t.co/QQbyIzXYuF https://t.co/QQbyIzXYuF,,"{'People': ['Timothy Busfield'], 'Orgs': [], 'Countries': [], 'Slogan': []}","['Legal', 'Crime', 'Child Abuse']",2026-01-21 12:56:59.439581,Justice Delayed
2013961060122816642,Reuters,Top seed Sabalenka sees off Bai to progress to third round https://t.co/r5hyeaTA8b https://t.co/r5hyeaTA8b,,"{'People': ['Sabalenka', 'Bai'], 'Countries': [], 'Orgs': [], 'Slogan': []}","['Tennis', 'Sports']",2026-01-21 13:09:33.238216,Match Victory
2013959902893351291,Reuters,UK businesses warn growth may be off the menu after latest tax hike https://t.co/c0Za9H5WvL https://t.co/c0Za9H5WvL,,"{'People': [], 'Countries': ['UK'], 'Orgs': [], 'Slogan': []}","['Business', 'Economy', 'Tax', 'Growth']",2026-01-21 13:09:34.874417,Tax Hike
2013959794839769401,Reuters,🔊 ‘The company also saw some pretty spectacular gains from a really popular release slate at the end of the year. Stranger Things was a global phenomenon.’ @DawnC331 discusses what’s behind Netflix’s earnings results on Reuters World News https://t.co/HVO05arOBx https://t.co/qBrhGflvbW,,"{'People': ['DawnC331'], 'Countries': [], 'Orgs': ['Netflix', 'Reuters'], 'Slogan': []}","['Entertainment', 'Earnings', 'Media']",2026-01-21 13:09:38.031060,Global Phenomenon
2013960898948313245,AJEnglish,"Immigration crackdowns, protests, and escalating global chaos have defined the second Trump administration. On the one-year anniversary of his inauguration, Donald Trump held a long press conference. This is what he had to say. https://t.co/GcwGwbNhY9",,"{'People': ['Trump', 'Donald Trump'], 'Countries': [], 'Orgs': [], 'Slogan': []}","['Politics', 'Immigration', 'Protests', 'Global Chaos']",2026-01-21 13:10:01.942744,Trump Administration
2013959767702806757,AJEnglish,"Syria’s army has taken control of a large part of the country that had been under the Kurdish-led SDF, with a four-day ceasefire between the two sides in place. Al Jazeera’s Bernard Smith explains that a shift in the US’s stance has played a major role. https://t.co/fJJVkh2yXo",,"{'People': ['Bernard Smith'], 'Countries': ['Syria'], 'Orgs': ['SDF', 'Al Jazeera']}","['Politics', 'War', 'Ceasefire']",2026-01-21 13:10:05.820086,Control Shift
2013959343675211910,AJEnglish,"US President Donald Trump has arrived at the World Economic Forum (WEF) in Switzerland to speak at the annual gathering of the global elite where he says he’ll have “many meetings” after threatening to annex Greenland.

🟠 Follow our LIVE coverage: https://t.co/y2Nu2HGexk https://t.co/CaoGMHYUEd",,"{'People': ['Donald Trump'], 'Countries': ['United States', 'Switzerland', 'Greenland'], 'Orgs': ['World Economic Forum'], 'Slogan': []}","['Politics', 'Economics', 'Global Affairs']",2026-01-21 13:10:08.062293,Global Meetings
2013964798644703257,Reuters,"At a time of US pressure over Greenland, European Union Commission President Ursula von der Leyen said Europe prefers dialogue and solutions, but is prepared to act with ‘unity, urgency and determination’ https://t.co/dSeUmxiApI https://t.co/Kikui9uJ6S",,"{'people': ['Ursula von der Leyen'], 'countries': ['US', 'Greenland'], 'orgs': ['European Union'], 'slogan': 'unity, urgency and determination'}","['Politics', 'Diplomacy']",2026-01-21 13:22:11.858191,Unity Dialogue
2013964064125256163,Reuters,"Lisa Cook is still a Federal Reserve governor, months after Trump attempted to fire her. Will the Supreme Court change that? Today's Morning Bid podcast look into it: https://t.co/ydKmFLYyol",,"{'People': ['Lisa Cook', 'Trump'], 'Orgs': ['Federal Reserve', 'Supreme Court']}","['Politics', 'Federal Reserve', 'Supreme Court']",2026-01-21 13:22:13.440447,Court Intervention
2013963589107757523,Reuters,"Opponents have nothing to lose, says top seed Sabalenka https://t.co/1kgkbpw2UN https://t.co/1kgkbpw2UN",,"{'people': ['Sabalenka'], 'countries': [], 'orgs': [], 'slogan': []}","['Sports', 'Tennis']",2026-01-21 13:22:15.015023,Nothing Lose
2013967384319561790,Reuters,Thai industrial sentiment retreats in December after 7-month high in November https://t.co/PKoLZVRosu https://t.co/PKoLZVRosu,,"{'People': [], 'Countries': ['Thailand'], 'Orgs': [], 'Slogan': []}","['Economy', 'Industry', 'Thailand', 'Sentiment']",2026-01-21 13:34:46.054411,Industrial Retreat
2013967365239701691,Reuters,🔊 'This appears to have some correlation to the ongoing bidding war for Warner Brothers.' @DawnC331 on Netflix’s share tumble despite beating earnings estimates. Listen now on Reuters World News https://t.co/OqzmeiqV1M https://t.co/oLBjidYsBj,,"{'people': ['DawnC331'], 'countries': [], 'organizations': ['Netflix', 'Warner Brothers', 'Reuters'], 'slogan': []}","['Finance', 'Entertainment', 'Bidding War']",2026-01-21 13:34:47.969690,Bidding Battle
2013966545287004362,Reuters,Frankfurt stock exchange reacts to Trump speech at Davos https://t.co/wKfwlxF2Au,,"{'People': ['Trump'], 'Countries': [], 'Orgs': ['Frankfurt stock exchange', 'Davos'], 'Slogan': []}","['Politics', 'Finance']",2026-01-21 13:34:50.036211,Market Response
2013971456875507754,Reuters,Global politics is changing fast. How should markets respond? Geopolitical analyst @geo_papic joins this episode of Reuters Econ World to explain https://t.co/rP2fvqZ9Zt https://t.co/IbPItyrO4f,,"{'people': ['geo_papic'], 'countries': [], 'orgs': ['Reuters'], 'slogan': ''}","['Politics', 'Markets', 'Geopolitics', 'Economy']",2026-01-21 13:47:22.065753,Market Response
2013971156714336548,Reuters,"UK house prices rise by 2.5% in annual terms in November, ONS says https://t.co/9MwueQuhUR https://t.co/9MwueQuhUR",,"{'People': [], 'Countries': ['UK'], 'Orgs': ['ONS'], 'Slogan': []}","['Economy', 'Real Estate', 'Housing Market']",2026-01-21 13:47:23.914238,Price Rise
2013969925895778549,Reuters,UK's Currys shares rise after strong Christmas prompts profit upgrade https://t.co/hN2LM7guvw https://t.co/hN2LM7guvw,,"{'People': [], 'Countries': ['UK'], 'Orgs': ['Currys'], 'Slogan': []}","['Business', 'Economy', 'Retail']",2026-01-21 13:47:25.595293,Profit Upgrade
2013969884892266572,cnnbrk,"President Trump speaks in Switzerland as his push to acquire Greenland threatens to further alienate European allies and NATO. Follow live updates.
https://t.co/RPSulDO98N",,"{'People': ['Trump'], 'Countries': ['Greenland', 'Switzerland'], 'Orgs': ['NATO']}","['Politics', 'International Relations']",2026-01-21 13:47:28.699615,Acquire Greenland
2013970297611755804,AJEnglish,"⭕ LIVE: US President Donald Trump addresses business and political leaders at the World Economic Forum in Davos, Switzerland. https://t.co/yr5KHA6LzZ",,"{'People': ['Donald Trump'], 'Countries': ['United States', 'Switzerland'], 'Orgs': ['World Economic Forum']}","['Politics', 'Economy', 'Leadership']",2026-01-21 13:47:51.896791,Global Leadership
2013968671517954364,AJEnglish,"Envoys for US President Trump and Russian President Putin have met at the World Economic Forum in Davos, amid reports the signing of a $800bn “prosperity plan” was postponed due to tensions over Greenland. https://t.co/vCsFxx0QL3",,"{'People': ['Trump', 'Putin'], 'Countries': ['US', 'Russia', 'Greenland'], 'Orgs': ['World Economic Forum'], 'Slogan': ''}","['Politics', 'Economy', 'International Relations']",2026-01-21 13:47:53.951542,Prosperity Postponed
2013972414745448813,Reuters,Wallabies sign league international Crichton for 2027 https://t.co/byoKYviBYJ https://t.co/byoKYviBYJ,,"{'People': ['Crichton'], 'Countries': [], 'Orgs': ['Wallabies'], 'Slogan': []}","['Sports', 'Rugby', 'League', 'Contracts']",2026-01-21 13:59:58.946978,Future Sign
2013973556401516884,AJEnglish,"BREAKING: US President Trump addresses World Economic Forum in Davos as tensions high with NATO allies over Greenland 

🔴 LIVE updates: https://t.co/td4O2lfFae https://t.co/bbRa5KyH3W",,"{'People': ['Trump'], 'Countries': ['US', 'Greenland'], 'Orgs': ['World Economic Forum', 'NATO']}","['Politics', 'Economics', 'International Relations', 'Diplomacy']",2026-01-21 14:00:30.400675,Global Tensions
2013973115072581759,AJEnglish,"US President Donald Trump addresses the World Economic Forum in Davos, Switzerland as Greenland threats spark outrage.

WATCH LIVE https://t.co/VjZGBa5Iq6
SUBSCRIBE https://t.co/vNVnvII1hi https://t.co/rYohDvI2jx",,"{'people': ['Donald Trump'], 'countries': ['US', 'Switzerland', 'Greenland'], 'orgs': ['World Economic Forum'], 'slogan': []}","['Politics', 'Economy', 'International Relations']",2026-01-21 14:00:33.233573,Global Challenges
2013977440775803079,Reuters,Italy without injured Capuozzo and Negri in Six Nations squad https://t.co/sjx3FIUmwW https://t.co/sjx3FIUmwW,,"{'People': ['Capuozzo', 'Negri'], 'Countries': ['Italy'], 'Orgs': ['Six Nations']}","['Sports', 'Rugby']",2026-01-21 14:12:39.509146,Injured Absentees
2013976167838101930,Reuters,Health Rounds: How obesity leads to uncontrolled inflammation discovered https://t.co/aVAaRzfynN https://t.co/aVAaRzfynN,,[],"['Health', 'Obesity', 'Inflammation']",2026-01-21 14:12:40.820662,Health Awareness
2013975303560049151,Reuters,SCOTUS hears oral arguments case against Federal Reserve Governor Lisa Cook https://t.co/G7xOFmqinF,,"{'people': ['Lisa Cook'], 'countries': [], 'orgs': ['SCOTUS', 'Federal Reserve'], 'slogan': []}","['Politics', 'Law']",2026-01-21 14:12:42.821358,Justice Served
2013978181993156874,AJEnglish,"President Trump makes case for strategic importance of Greenland, saying it's ""a vast, almost entirely uninhabited and undeveloped territory, sitting undefended in a key strategic location between the US, Russia and China.""

🟠 LIVE updates: https://t.co/D9ZQXN1u0g https://t.co/02x1AxIZwD",,"{'People': ['President Trump'], 'Countries': ['Greenland', 'US', 'Russia', 'China'], 'Orgs': [], 'Slogan': ''}","['Politics', 'Geopolitics', 'Strategic Importance']",2026-01-21 14:13:16.729728,Strategic Greenland
2013976415922716707,AJEnglish,"President Trump has addressed his administration’s recent intervention in Venezuela, where he said the leaders succeeding abducted President Nicolas Maduro had been “very smart” to make a deal with the US.

🟠 LIVE updates: https://t.co/OYiTQUTRXO https://t.co/2p3JJ1X3na",,"{'People': ['President Trump', 'Nicolas Maduro'], 'Countries': ['Venezuela', 'US'], 'Orgs': [], 'Slogan': []}","['Politics', 'International Relations']",2026-01-21 14:13:22.211231,Smart Deal
2013981201824977054,Reuters,South African retail sales rise 3.5% year on year in November https://t.co/jUbQMnA6f6 https://t.co/jUbQMnA6f6,,"{'countries': ['South Africa'], 'orgs': [], 'people': [], 'slogan': ''}","['Economy', 'Retail Sales']",2026-01-21 14:25:27.971525,Sales Growth
2013979154752946501,Reuters,What's really driving the tech sell-off? Listen to today's Morning Bid to hear why it might be more complex than you think https://t.co/1zRTkfUty3,,[],"['Technology', 'Market']",2026-01-21 14:25:29.769924,Tech Insights
2013978711654006951,Reuters,TSX futures gain as geopolitical risks fan precious metals rally https://t.co/BQsTsVEVSK https://t.co/BQsTsVEVSK,,[],"['Geopolitical Risks', 'Precious Metals', 'Finance']",2026-01-21 14:25:31.298349,Market Rally
2013983707799929249,Reuters,Ukraine endures its bitterest winter as Russia targets heating and power https://t.co/s8jH3COXQb https://t.co/s8jH3COXQb,,"{'People': [], 'Countries': ['Ukraine', 'Russia'], 'Orgs': [], 'Slogan': []}","['War', 'Energy Crisis', 'Winter']",2026-01-21 14:38:14.661128,Enduring Cold
2013998811203481809,Reuters,Auckland to host opening test in inaugural women's Lions tour https://t.co/yEibjVHDM1 https://t.co/yEibjVHDM1,,"{'People': [], 'Countries': [], 'Orgs': ['Lions'], 'Slogan': []}","['Sports', 'Women', 'Rugby', 'Auckland']",2026-01-21 15:41:54.134201,Women's Tour
2013982438838378765,Reuters,🔊 ‘Keep in mind they could just kick this all back to the district court.  That's probably as good as losing for Trump.’ @hpschneider on the possibility that Lisa Cook stays on the Fed’s board of governors. Listen to Reuters World News now https://t.co/NJdGax8tR6 https://t.co/lu4ttt8T1R,,"{'people': ['Trump', 'Lisa Cook'], 'orgs': ['Fed', 'Reuters'], 'countries': [], 'slogan': ''}","['Politics', 'Finance', 'Court']",2026-01-21 14:38:17.584561,Court Decisions
2013984467468054685,AJEnglish,"BREAKING: 'You can say no and we will remember', says Trump on Greenland

🔴 LIVE updates: https://t.co/rvOVtM4M2I https://t.co/NTvfLZvcP0",,"{'people': ['Trump'], 'countries': ['Greenland'], 'orgs': [], 'slogan': ''}",['Politics'],2026-01-21 14:38:50.799347,Say No
2013984083974516805,AJEnglish,"US allies reacted to President Donald Trump’s threats to take over Greenland on Tuesday, with Canadian Prime Minister Mark Carney telling delegates at Davos that it was time to imagine a future without US leadership. https://t.co/CU8v6z59TA",,"{'people': ['Donald Trump', 'Mark Carney'], 'countries': ['US', 'Canada'], 'orgs': ['Davos']}","['Politics', 'International Relations']",2026-01-21 14:38:53.472961,Future Leadership
2013983981658603737,AJEnglish,Turkiye’s Sonmez storms into Australian Open 2026 third round https://t.co/5GtrqY4wDG https://t.co/iy6mFqVwbU,,"{'People': ['Sonmez'], 'Countries': ['Turkiye'], 'Orgs': [], 'Slogan': []}","['Sports', 'Tennis', 'Australian Open']",2026-01-21 14:38:56.286455,Open Success
2013987485299192063,Reuters,Singapore's opposition will not nominate replacement for Leader of the Opposition role https://t.co/uufHdPjxHp https://t.co/uufHdPjxHp,,"{'People': ['Leader of the Opposition'], 'Countries': ['Singapore'], 'Orgs': [], 'Slogan': []}",['Politics'],2026-01-21 14:51:00.102234,Opposition Nominations
2013986743846858944,Reuters,"From Venezuela to Greenland to attacks on the Fed, the geopolitical hits keep coming. So, how do you spot the events that will move markets? Tune in to this week's Reuters Econ World podcast to find out https://t.co/6eTOM8lGeQ https://t.co/z7cdgOa861",,"{'People': [], 'Countries': ['Venezuela', 'Greenland'], 'Orgs': ['Fed', 'Reuters'], 'Slogan': []}","['Geopolitics', 'Markets', 'Economics']",2026-01-21 14:51:03.337820,Market Insights
2013986233416823074,Reuters,Kosovo accepts invitation to join Trump's Board of Peace https://t.co/FGyjsRs0yB https://t.co/FGyjsRs0yB,,"{'People': ['Trump'], 'Countries': ['Kosovo'], 'Orgs': ['Board of Peace']}",['Politics'],2026-01-21 14:51:05.264946,Peace Invitation
2013986775966896571,cnnbrk,"President Trump says he won't use force to acquire Greenland, but reiterates he wants the US to take over the Arctic island for national security. Follow live updates. https://t.co/zPaYSXr7up https://t.co/prPJJFasqh",,"{'people': ['President Trump'], 'countries': ['Greenland', 'US'], 'orgs': [], 'slogan': ''}","['Politics', 'National Security']",2026-01-21 14:51:09.373937, Arctic Acquisition
